Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,hub_delta_v_less_than_1mph,hub_zip_code,hub_location,hub_crash_type,hub_is_police_reported,hub_is_any_injury_reported,data_period,VIN Decoded,Make - Unknown,Automation Feature Version,Automation Feature Version CBI,Engagement Status,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?
30270-9585,1,Waymo LLC,Monthly,12.0,2024.0,JAN-2025,SADHW2S10R1, ,,JLR,I-PACE, ,2024.0, ,54a02e94e0a19eb,4793.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,No,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,DEC-2024, ,DEC-2024,12:59, ,0171d33e85df5db,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Austin, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,5.0, ,Daylight, , ,Y, , , , , ,,Heavy Truck,No Injuries Reported,Yes,Backing,No,No,Y, , , , , , , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2024 at 12:59 PM CT a Waymo Autonomous Vehicle (""Waymo AV') operating in Austin, Texas was in a collision involving a heavy truck in a parking lot near [XXX]. 
The Waymo AV was proceeding through a parking lot preparing to make a left turn into a parking stall directly to its left when a heavy truck ahead of the Waymo AV began to reverse. The Waymo AV slowed to a stop as it yielded to the heavy truck. While the Waymo AV remained stopped, the heavy truck continued reversing and the rear driver side of the heavy truck made contact with the front passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. 
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Waymo may supplement or correct its reporting with additional information as it may become available.", ,True,78744,AUSTIN,V2V Backing,False,False,prior_june16,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270-9586,1,Waymo LLC,Monthly,12.0,2024.0,JAN-2025,SADHW2S1XR1, ,,JLR,I-PACE, ,2024.0, ,9ac05f7c953af63,11995.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,DEC-2024, ,DEC-2024,07:10, ,88117eda2bc6d2d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Wet,No Unusual Conditions,25.0, ,Dawn / Dusk, , , , ,Y, , , ,,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, ,Y, , , , , , , , , ,Stopped,No,No,"No, see Narrative",0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2024 at 7:10 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was traveling northwest on a narrow portion of [XXX] with vehicles parked along the curb in both directions, and came to a stop to allow a heavy truck traveling southeast on [XXX] to pass. As the heavy truck passed, the driver side of the trailer attached to the heavy truck made contact with the rear driver side of the Waymo AV. The passenger in the Waymo AV was not belted at the time of the collision, having buckled the belt behind them. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,94103,SAN_FRANCISCO,V2V Head-on,False,False,prior_june16,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270-9587,1,Waymo LLC,Monthly,12.0,2024.0,JAN-2025,SADHW2S12M1, ,,JLR,I-PACE, ,2021.0, ,1f94d9b474c8b7b,113993.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,DEC-2024, ,DEC-2024,17:19, ,4db12d984f0a923,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , , ,Y, , , ,Proceeding Straight,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2024 at 5:19 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck on [XXX] at [XXX]. 
The Waymo AV was traveling eastbound in the center lane of [XXX] and stopped in a queue of traffic for a red light at the intersection with [XXX].  A pickup truck traveling behind the Waymo AV approached the Waymo AV and began changing lanes to the left dedicated turn lane.  The passenger side of the pickup truck made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,True,94104,SAN_FRANCISCO,V2V Lateral,False,False,prior_june16,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270-9588,1,Waymo LLC,Monthly,12.0,2024.0,JAN-2025,SADHW2S12R1, ,,JLR,I-PACE, ,2024.0, ,1b18b4ceb8b8a78,7835.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,DEC-2024, ,DEC-2024,16:42, ,9a8f592adfbc95a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,35.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2024 at 4:42 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling eastbound on [XXX] and came to a stop in a queue of traffic for a red light at [XXX]. An SUV approached the Waymo AV from behind, and the front of the SUV made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,90019,LOS_ANGELES,V2V F2R,False,False,prior_june16,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270-9590,1,Waymo LLC,Monthly,12.0,2024.0,JAN-2025,SADHW2S15R1, ,,JLR,I-PACE, ,2024.0, ,7d4ae6f422b2b48,28689.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,DEC-2024, ,DEC-2024,01:31, ,62f0dc7503b9379,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Wet,No Unusual Conditions,30.0, ,Dark - Lighted, , ,Y, , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2024 at 1:31 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling southbound on [XXX] and stopped for a red light at the intersection with [XXX].  An SUV approached the Waymo AV from behind, and the front of the SUV made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,94112,SAN_FRANCISCO,V2V F2R,False,False,prior_june16,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270-9584,1,Waymo LLC,Monthly,12.0,2024.0,JAN-2025,SADHW2S17R1, ,,JLR,I-PACE, ,2024.0, ,490e1479c1112cf,5146.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,DEC-2024, ,DEC-2024,08:32, ,48ce017448022c9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, ,Y, , , , , , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2024 at 8:32 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a pickup truck on [XXX] near [XXX].
The Waymo AV was traveling south on [XXX] when it came to a stop to yield to an oncoming pickup truck in a narrow roadway with parked vehicles on both sides of the street. As the oncoming pickup truck passed the stopped Waymo AV, the driver side of the pickup truck made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,True,90291,LOS_ANGELES,V2V Head-on,False,False,prior_june16,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270-9589,1,Waymo LLC,Monthly,12.0,2024.0,JAN-2025,SADHW2S19R1, ,,JLR,I-PACE, ,2024.0, ,f03986dd311b615,4375.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,DEC-2024, ,DEC-2024,02:30, ,8784abc6f18b453,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2024 at 2:30 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling northwest on [XXX] and came to a stop for a red light at the intersection with [XXX]. An SUV approached the Waymo AV from behind, and the front of the SUV made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,90057,LOS_ANGELES,V2V F2R,False,False,prior_june16,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270-13301,1,Waymo LLC,5-Day,,,DEC-2025,SADHW2S17R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,50bbe94a2ce380c,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,DEC-2025, ,,00:28, ,edcc53966f2dc75,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Passenger Car,Property Damage. No Injured Reported,,Passing,,, ,Y, , , , , , , , , ,Stopped,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On December 7, 2025 at 12:28 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on N. Hoover Street near Gateway Avenue. 
The Waymo AV was traveling northbound on a narrow portion of N. Hoover Street with vehicles parked at the curb in both directions when it shifted to the right and slowed to a stop in order to yield to a passenger car traveling southbound on N. Hoover Street. As the passenger car proceeded to pass the Waymo AV, the left side of the passenger car made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-13300,1,Waymo LLC,5-Day,,,DEC-2025,SADHW2S11R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,fd959912b62761c,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,DEC-2025, ,,06:38, ,fe2407fd3ee875d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , ,Y, , , ,Stopped,,,,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On December 4, 2025 at 6:38 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on 6th Street at Brannan Street. 
The Waymo AV was traveling southeastbound in the designated right turn lane on 6th Street with its right turn signal activated in preparation for a right turn onto Brannan Street. As the Waymo AV approached the intersection with Brannan Street, it slowed to a stop to yield to a heavy truck with an oversized trailer that was traveling southeastbound in the second from the right lane and partially in the designated right turn lane in close proximity to the Waymo AV. While the Waymo AV was stopped, the heavy truck continued to proceed forward and the right side of the heavy truck trailer made contact with the left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-13287,1,Waymo LLC,5-Day,,,DEC-2025,SADHW2S14R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,40a5972f951c80f,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,DEC-2025, ,,16:45, ,2e193f1562b2fe7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Austin, ,TX,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,, , ,Y,, , ,,,,Pickup Truck,Minor W/O Hospitalization,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,,,,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On December 3, 2025 at 4:45 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a pickup truck on E. Ben White Boulevard near S. Congress Avenue. 
The Waymo AV was stopped facing northwest in the second from the right lane on E. Ben White Boulevard in a queue of traffic for a red light at the intersection with S. Congress Avenue. After the traffic light turned green and traffic ahead advanced, the Waymo AV proceeded a short distance and came to a stop because of the detection of a potential nearby emergency vehicle. A pickup truck that was initially stopped directly behind the Waymo AV proceeded forward, and the front of the pickup truck made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passenger in the Waymo AV alleged a minor injury.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-13324,1,Waymo LLC,5-Day,,,DEC-2025,SADHW2S10R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,1070c2b8ab10432,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,DEC-2025, ,,12:15, ,2234317073e09fd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , ,, , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Passing,,, , , , , , , ,Y, , , ,Stopped,,,,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On December 8, 2025 at 12:15 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on 15th Street at Caledonia Street. 
The Waymo AV was stopped in the right lane of westbound 15th Street just before the intersection with Caledonia Street due to a queue of stopped traffic. A heavy truck traveling westbound in the left lane on 15th Street then passed the Waymo AV on the left, and the right rear side of the heavy truck made contact with the left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-13320,1,Waymo LLC,5-Day,,,DEC-2025,SADHW2S14R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,ed38e2ed75f2082,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,DEC-2025, ,,10:51, ,d5ace6c48f831a4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , ,, , ,,,,Passenger Car,Property Damage. No Injured Reported,,Making Right Turn,,, , ,Y, , , , , , , , ,Stopped,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On December 9, 2025 at 10:51 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Font Boulevard at Lake Merced Boulevard. 
The Waymo AV was stopped facing north on Font Boulevard at the intersection with Lake Merced Boulevard with its right turn signal activated, yielding to oncoming traffic on Lake Merced Boulevard and preparing to make a right turn A passenger car that was initially stopped directly behind the Waymo AV proceeded forward, and the front right side of the passenger car made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-13277,1,Waymo LLC,5-Day,,,DEC-2025,SADHW2S11R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,450b288c5c8a114,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,DEC-2025, ,,09:29, ,4e746021b472ab5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Atlanta, ,GA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,, , ,Y,, , ,,,,"Other, see Narrative",Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Stopped,,,,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,Atlanta Police Department, ,,,,,,,,Yes, ,"On December 3, 2025 at 9:29 AM ET a Waymo Autonomous Vehicle (""Waymo AV"") operating in Atlanta, Georgia was in a collision involving a street sweeper construction vehicle on Nelson Street SW near Mangum Street SW. 
The Waymo AV was traveling westbound through a construction zone on Nelson Street SW when a street sweeper traveling westbound on Nelson Street in front of the Waymo AV slowed to a stop. The Waymo AV slowed to a stop to yield to the street sweeper, and the street sweeper reversed, and the rear of the street sweeper made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , , , , , , ,Y, , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
